"Nom, Prénom",mapping,infoIndexationBK_ACA,mapping_OnlyName,mapping_OnlyName_v2,Année,Pays,Section,Groupe,Jury,Œuvre description,Œuvre reproduction,Courrier,Dossier sur l'artiste,Prix,Lieu
"RABINOWITZ, YEHIEL","rabinowitz, yehiel",1967,rabinowitz,rabinowitz,1967,France,DES,,,Oui,Non,Non,Non,Non,ACA
"RABITO, DIANA","rabito, diana",1977,rabito,rabito,1977,ITALIE,PERF,,,Oui,Oui,Oui,Oui,Non,BK
"RACHED, AHMED HASSAN","rached, ahmed hassan",,rached,rached,1971,REP.ARAB.EGYPTE,FILM,,,Non,Non,Non,Non,Non,Non identifié
"RADANOWICZ, GEORG","radanowicz, georg",1971,radanowicz,radanowicz,1971,SUISSE,FILM,,,Oui,Non,Non,Non,Non,ACA
"RADAUER, IRMFRIED","radauer, irmfried",1961,radauer,radauer,1961,AUTRICHE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"RADAX, FERRY","radax, ferry","1965, 1967",radax,radax,1965,AUTRICHE,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"RADAX, FERRY","radax, ferry","1965, 1967",radax,radax,1967,AUTRICHE,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"RADIC, DUSAN","radic, dusan",,radic,radic,1961,YOUGOSLAVIE,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"RADITSCHNIG, WERNER","raditschnig, werner",1973,raditschnig,raditschnig,1973,AUTRICHE,COMPO/MUS,SCHALLMOMENTE,,Oui,Non,Non,Oui,Non,ACA
"RADOJCIC, MIRKO","radojcic, mirko",,radojcic,radojcic,1971,YOUGOSLAVIE,CONCEPT,KOD,,Non,Non,Non,Non,Non,Non identifié
"RADOVIC, ZORAN","radovic, zoran",1971,radovic,radovic,1971,YOUGOSLAVIE,INTER,,,Oui,Non,Oui,Non,Non,ACA
"RADU, SILVIA","radu, silvia",1969,radu,radu,1969,ROUMANIE,SC,,,Oui,Oui,Non,Oui,Non,ACA
"RADULESCU, HORATIO","radulescu, horatio",,radulescu,radulescu,1973,ROUMANIE,COMPO/MUS,,,Oui,Non,Oui,Oui,Non,ACA
"RAECK, KARINA","raeck, karina",1973,raeck,raeck,1973,R.F.A.,INST,,,Oui,Oui,Non,Oui,Non,ACA
"RAETZ, MARKUS","raetz, markus","1965, 1971",raetz,raetz,1965,SUISSE,TE,,,Oui,Oui,Non,Non,Non,ACA
"RAETZ, MARKUS","raetz, markus","1965, 1971",raetz,raetz,1971,SUISSE,HYPERREA,,,Oui,Non,Non,Non,Non,ACA
"RAGAZZINI, VINCENZO","ragazzini, vincenzo",,ragazzini,ragazzini,1963,ITALIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RAGU, CLAUDE","ragu, claude",1967,ragu,ragu,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"RAHAMIMOFF, ARIE","rahamimoff, arie",1980,rahamimoff,rahamimoff,1980,ISRAEL,ARCHI/TE,,,Oui,Oui,Oui,Non,Non,ACA
"RAHIMI-ASSA, FEREYDOUN","rahimi-assa, fereydoun",,rahimi-assa,rahimi-assa,1965,IRAN,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"RAHM, WALTER","rahm, walter",1969,rahm,rahm,1969,SUISSE,TE,,,Oui,Non,Non,Non,Oui,ACA
"RAHMBERG, ULF","rahmberg, ulf","1963, 1969",rahmberg,rahmberg,1963,SUEDE,GV,,,Oui,Non,Non,Non,Non,ACA
"RAHMBERG, ULF","rahmberg, ulf","1963, 1969",rahmberg,rahmberg,1969,SUEDE,TE,,,Oui,Oui,Non,Non,Non,ACA
"RAINER, ARNULF","rainer, arnulf","1985, 1961",rainer,rainer,1985,AUTRICHE,PEINT/TE,,,Non,Non,Oui,Non,Non,ACA/BK
"RAINER, ARNULF","rainer, arnulf","1985, 1961",rainer,rainer,1961,AUTRICHE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RAJLICH, TOMAS","rajlich, tomas",1973,rajlich,rajlich,1973,PAYS-BAS,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"RAJNIKANT, PANCHAL","rajnikant, panchal",1967,rajnikant,rajnikant,1967,INDE,SC,,,Oui,Oui,Oui,Oui,Oui,ACA
"RAKCHA, YOURI","rakcha, youri",,rakcha,rakcha,1971,URSS,OPTION 4,,,Oui,Non,Non,Oui,Non,ACA
"RAKOTOARIMANANA, JEAN- BAPTISTE","rakotoarimanana, jean- baptiste",,rakotoarimanana,rakotoarimanana,1971,MADAGASCAR,OPTION 4,,,Oui,Non,Non,Non,Non,ACA
"RAKOTONIAINA, ROBERDISON","rakotoniaina, roberdison",1967,rakotoniaina,rakotoniaina,1967,MADAGASCAR,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RAKOTOSON, ANDRE","rakotoson, andre",1965,rakotoson,rakotoson,1965,MADAGASCAR,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RAKOVIC, ANA","rakovic, ana",,rakovic,rakovic,1971,YOUGOSLAVIE,CONCEPT,GROUPE/E,,Non,Non,Non,Non,Non,Non identifié
"RAKSANYI, PETER","raksanyi, peter","1963, 1965",raksanyi,raksanyi,1963,France,TE,,CA,Oui,Non,Non,Non,Non,ACA
"RAKSANYI, PETER","raksanyi, peter","1963, 1965",raksanyi,raksanyi,1965,France,TE,,,Oui,Non,Non,Non,Non,ACA
"RALAIMIHOATRA, MODESTE","ralaimihoatra, modeste",1967,ralaimihoatra,ralaimihoatra,1967,MADAGASCAR,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RALAIPATSA, FRANCOIS D'ASSISE","ralaipatsa, francois d'assise",1971,ralaipatsa,ralaipatsa,1971,MADAGASCAR,OPTION 4,,,Oui,Non,Non,Non,Non,ACA
"RAMBOW, GUNTER","rambow, gunter",1969,rambow,rambow,1969,R.F.A.,PHOTO,,,Oui,Non,Non,Non,Oui,ACA
"RAMIREZ MALDONADO, HILDA","ramirez maldonado, hilda",,ramirez maldonado,ramirez maldonado,1977,AMERIQUE LATINE,SC,TETRAHEDRO,,Non,Non,Non,Non,Non,Non identifié
"RAMIREZ, GABRIEL","ramirez, gabriel",1965,ramirez,ramirez,1965,MEXIQUE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RAMMINGER, MANFRED","ramminger, manfred",1980,ramminger,ramminger,1980,R.F.A.,ARCHI/TE,MARAPLAN,,Oui,Non,Oui,Oui,Non,ACA
RAMON,ramon,,ramon,ramon,1965,France,PEINT,,JA,Oui,Non,Non,Non,Non,ACA
"RAMONDOT, JACQUES","ramondot, jacques","1959, 1963",ramondot,ramondot,1959,France,GV,,JA,Oui,Non,Oui,Non,Non,ACA
"RAMONDOT, JACQUES","ramondot, jacques","1959, 1963",ramondot,ramondot,1963,France,GV,,,Oui,Non,Non,Non,Non,ACA
"RAMONDT, SIEZ","ramondt, siez",,ramondt,ramondt,1982,France,ARCHI/TE,,,Non,Non,Non,Non,Non,Non identifié
"RAMOS PRIDA, ANA LUISA","ramos prida, ana luisa",1961,ramos prida,ramos prida,1961,MEXIQUE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"RAMOS PRIDA, FERNANDO","ramos prida, fernando",,ramos prida,ramos prida,1965,MEXIQUE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RAMOS, NELSON","ramos, nelson",1965,ramos,ramos,1965,URUGUAY,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RAMOUS, CARLO","ramous, carlo",1959,ramous,ramous,1959,ITALIE,SC,,,Oui,Oui,Non,Oui,Non,ACA
"RAMP, RENE","ramp, rene",1980,ramp,ramp,1980,SUISSE,CINE/EXP,,,Oui,Non,Non,Oui,Non,ACA
"RAMPINI, FRANCO","rampini, franco",1961,rampini,rampini,1961,ITALIE,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"RAMSBOTT, WOLFGANG","ramsbott, wolfgang",1963,ramsbott,ramsbott,1963,R.F.A.,FILM/ART,,,Oui,Non,Non,Oui,Non,ACA
"RAMSDEN, MEL","ramsden, mel",1971,ramsden,ramsden,1971,France,CONCEPT,,CG,Non,Non,Non,Non,Non,Non identifié
"RAN, SHULAMIT","ran, shulamit",1973,ran,ran,1973,ISRAEL,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"RANCILLAC, BERNARD","rancillac, bernard","1961, 1963",rancillac,rancillac,1961,France,PEINT,,JC,Oui,Oui,Oui,Non,Oui,ACA
"RANCILLAC, BERNARD","rancillac, bernard","1961, 1963",rancillac,rancillac,1963,France,PEINT,,JC,Oui,Oui,Non,Non,Non,ACA
"RAND, CLIVE","rand, clive",,rand,rand,1965,GRANDE-BRETAGNE,TE,,,Non,Non,Non,Non,Non,Non identifié
"RANDALL, KENNETH","randall, kenneth",1967,randall,randall,1967,GRANDE-BRETAGNE,PHOTO,,,Oui,Non,Non,Non,Non,ACA
"RANDALL, ROBERT","randall, robert","1982, 1980",randall,randall,1982,AUSTRALIE,VIDEO/TE,,,Oui,Non,Oui,Oui,Non,ACA/BK
"RANDALL, ROBERT","randall, robert","1982, 1980",randall,randall,1980,ETATS-UNIS,VIDEO,,,Oui,Non,Non,Oui,Non,ACA/BK
"RANDRIAMANANTENA, GILBERT","randriamanantena, gilbert",1963,randriamanantena,randriamanantena,1963,MADAGASCAR,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RANDRIAMANANTSOA, PIERRE","randriamanantsoa, pierre",,randriamanantsoa,randriamanantsoa,1963,MADAGASCAR,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RANGEL FAZ, MARIO","rangel faz, mario",,rangel faz,rangel faz,1977,AMERIQUE LATINE,INTER,GRUPO SUMA,,Non,Oui,Non,Oui,Non,BK
"RANTANEN, ULLA","rantanen, ulla",,rantanen,rantanen,1967,FINLANDE,GV,,,Oui,Oui,Non,Non,Non,ACA
"RANZO, PATRIZIA","ranzo, patrizia",,ranzo,ranzo,1982,ITALIE,ARCHI/TE,,,Non,Non,Non,Non,Non,Non identifié
"RAPIN, FRANCOIS","rapin, francois",1969,rapin,rapin,1969,France,ARCHI/TE,,,Oui,Non,Non,Non,Non,ACA
"RASANEN, KAUKO","rasanen, kauko",1959,rasanen,rasanen,1959,FINLANDE,SC,,,Oui,Oui,Non,Non,Non,ACA
"RASHBY, BURT","rashby, burt",1971,rashby,rashby,1971,ETATS-UNIS,FILM,,,Oui,Non,Non,Non,Non,ACA
RASKIN STICHTING (GROUPE),raskin stichting (groupe),,raskin stichting (groupe),raskin stichting,1982,R.F.A.,VOIX/SON,,,Oui,Oui,Oui,Non,Non,ACA
RASKIN STICHTING (GROUPE),raskin stichting (groupe),,raskin stichting (groupe),raskin stichting,1985,France,SON/TE,,,Oui,Non,Oui,Oui,Non,ACA
"RAU, DAVID","rau, david",1967,rau,rau,1967,ROUMANIE,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"RAUL CEVILLE, RICARDO","raul ceville, ricardo",,raul ceville,raul ceville,1971,PANAMA,OPTION 4,,,Non,Non,Non,Oui,Non,ACA
"RAUM, WALTER","raum, walter",1959,raum,raum,1959,R.F.A.,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RAUSCHENBERG, ROBERT","rauschenberg, robert",1959,rauschenberg,rauschenberg,1959,ETATS-UNIS,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RAUTAVAARA, EINOJUHANI","rautavaara, einojuhani",1963,rautavaara,rautavaara,1963,FINLANDE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"RAVAONORO, MARIE-ROSE","ravaonoro, marie-rose",1967,ravaonoro,ravaonoro,1967,MADAGASCAR,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RAVELO, JUVENAL","ravelo, juvenal","1967, 1969",ravelo,ravelo,1967,France,TE,CINETIQUE,,Oui,Non,Non,Non,Non,ACA
"RAVELO, JUVENAL","ravelo, juvenal","1967, 1969",ravelo,ravelo,1969,VENEZUELA,TE,,,Oui,Oui,Non,Oui,Non,ACA
"RAVENTOS DE OZCARIZ, MARIA","raventos de ozcariz, maria",,raventos de ozcariz,raventos de ozcariz,1963,ESPAGNE,GV,,,Oui,Oui,Non,Non,Non,ACA
"RAVNIKAR, VOJTEH","ravnikar, vojteh",1985,ravnikar,ravnikar,1985,YOUGOSLAVIE,ARCHI/TE,KRAS,,Oui,Oui,Oui,Oui,Non,ACA
"RAVON, FRANCOISE","ravon, francoise",1982,ravon,ravon,1982,France,LIVRE/ART,,,Oui,Oui,Oui,Oui,Non,ACA
"RAY, EUGENE","ray, eugene",1985,ray,ray,1985,ETATS-UNIS,ARCHI,,,Oui,Oui,Oui,Oui,Non,ACA
"RAYESS, AREF","rayess, aref",1959,rayess,rayess,1959,LIBAN,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RAYNAUD, JEAN-PIERRE","raynaud, jean-pierre",1965,raynaud,raynaud,1965,France,SC,,JA,Oui,Non,Non,Non,Non,ACA
"RAYSSE, MARTIAL","raysse, martial","1985, 1961, 1967",raysse,raysse,1985,France,PEINT,,,Oui,Non,Oui,Oui,Non,ACA/BK
"RAYSSE, MARTIAL","raysse, martial","1985, 1961, 1967",raysse,raysse,1961,France,SC,,JC,Oui,Non,Non,Non,Non,ACA
"RAYSSE, MARTIAL","raysse, martial","1985, 1961, 1967",raysse,raysse,1967,France,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"RAZAFINTSALAMA, GABRIEL","razafintsalama, gabriel",1967,razafintsalama,razafintsalama,1967,MADAGASCAR,SC,,,Oui,Non,Non,Non,Non,ACA
"REAL DE LEON, ROBERTO","real de leon, roberto",1980,real de leon,real de leon,1980,MEXIQUE,AP,,,Oui,Oui,Non,Oui,Non,ACA
"REALE, PAUL","reale, paul",1973,reale,reale,1973,ETATS-UNIS,COMPO/MUS,,,Oui,Non,Oui,Oui,Non,ACA
"REBEYROLLE, PAUL","rebeyrolle, paul",1959,rebeyrolle,rebeyrolle,1959,France,TE,REBEYROLLE,CA,Oui,Oui,Oui,Non,Oui,ACA
"REBOIS, DIDIER","rebois, didier",,rebois,rebois,1982,France,ARCHI/TE,,,Non,Non,Non,Non,Non,Non identifié
"REBOLLEDO-HERRERA, FELIX","rebolledo-herrera, felix",,rebolledo-herrera,rebolledo-herrera,1969,France,TE,,,Oui,Non,Non,Non,Non,ACA
"REBOLLEDO, SANTIAGO","rebolledo, santiago",,rebolledo,rebolledo,1977,AMERIQUE LATINE,INTER,GRUPO SUMA,,Non,Oui,Non,Oui,Non,BK
"REBOUL, BERNARD","reboul, bernard",1963,reboul,reboul,1963,France,TE,LETTRISTE,CA,Oui,Non,Non,Non,Non,ACA
"RECALCATI, ANTONIO","recalcati, antonio","1963, 1967",recalcati,recalcati,1963,ITALIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RECALCATI, ANTONIO","recalcati, antonio","1963, 1967",recalcati,recalcati,1967,France,TE,FIG. NARRATIVE,,Oui,Non,Non,Non,Non,ACA
"RECINOS, EFRAIN","recinos, efrain",,recinos,recinos,1965,GUATEMALA,PEINT,,,Non,Non,Oui,Non,Non,ACA
"RECKINGER, MARC","reckinger, marc",1965,reckinger,reckinger,1965,LUXEMBOURG,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RECLUS, ROBERT","reclus, robert",1969,reclus,reclus,1969,France,ARCHI/TE,,,Non,Non,Non,Non,Non,Non identifié
"REDDICK, JOHN","reddick, john",1982,reddick,reddick,1982,ETATS-UNIS,ARCHI/TE,ECOLE DE PHILA.,,Non,Non,Non,Non,Non,Non identifié
"REDDY, KRISHNA","reddy, krishna",1963,reddy,reddy,1963,France,GV,,,Oui,Non,Non,Non,Non,ACA
"REDEL, MARTIN CHRISTOPH","redel, martin christoph",1973,redel,redel,1973,R.F.A.,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"REEKIE, DAVID","reekie, david",1969,reekie,reekie,1969,GRANDE-BRETAGNE,TE,,,Oui,Non,Non,Non,Non,ACA
"REES, JOE","rees, joe",,rees,rees,1980,ETATS-UNIS,VIDEO,,,Oui,Non,Non,Oui,Non,ACA
"REEVES, KEITH","reeves, keith",1980,reeves,reeves,1980,GRANDE-BRETAGNE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"REGAMEY, CONSTANTIN","regamey, constantin",1969,regamey,regamey,1969,SUISSE,SCENO,,,Oui,Oui,Non,Non,Oui,ACA
"REGAN, OONAGH","regan, oonagh",1982,regan,regan,1982,France,VIDEO,ZARDEC,,Non,Non,Oui,Oui,Non,BK
"REGHETTI, CESARE","reghetti, cesare",,reghetti,reghetti,1969,ITALIE,TE,,,Oui,Oui,Non,Non,Non,ACA
"REGO, PAULA","rego, paula",1985,rego,rego,1985,PORTUGAL,PEINT,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"REIBEL, GUY","reibel, guy",1967,reibel,reibel,1967,France,COMPO/MUS,,,Oui,Non,Oui,Non,Non,ACA
"REICHEN, BERNARD","reichen, bernard",1980,reichen,reichen,1980,France,ARCHI/TE,,,Oui,Oui,Oui,Oui,Non,ACA
"REICHERT, JOSUA","reichert, josua","1963, 1967",reichert,reichert,1963,R.F.A.,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"REICHERT, JOSUA","reichert, josua","1963, 1967",reichert,reichert,1967,R.F.A.,GV,,,Oui,Oui,Non,Non,Non,ACA
"REID, LESLIE","reid, leslie",1977,reid,reid,1977,CANADA,PEINT,,,Oui,Oui,Oui,Oui,Non,BK
"REIMERS, PER HJELMBERG","reimers, per hjelmberg",1980,reimers,reimers,1980,SUEDE,ARCHI/TE,S.P.S.,,Oui,Oui,Oui,Oui,Non,ACA
"REINHART, FABIO","reinhart, fabio",1985,reinhart,reinhart,1985,ITALIE,ARCHI/TE,,,Non,Oui,Non,Non,Non,ACA
"REINHOLD, NONO","reinhold, nono","1959, 1963",reinhold,reinhold,1959,France,GV,,JA,Oui,Non,Oui,Non,Non,ACA
"REINHOLD, NONO","reinhold, nono","1959, 1963",reinhold,reinhold,1963,France,GV,,JA,Oui,Non,Non,Non,Non,ACA
"REINO, ALEJANDRO","reino, alejandro",,reino,reino,1965,ESPAGNE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"REINOSO, PABLO GARCIA","reinoso, pablo garcia",,reinoso,reinoso,1982,ARGENTINE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"REIS, LEO","reis, leo",1961,reis,reis,1961,SUEDE,FILM/ART,,,Oui,Non,Non,Oui,Non,ACA
"REISER, JEAN-MARC","reiser, jean-marc",1969,reiser,reiser,1969,France,DES/HUMOU,,,Oui,Non,Non,Non,Non,ACA
"REISNER, STEFAN","reisner, stefan",1973,reisner,reisner,1973,R.F.A.,FILM,,,Oui,Non,Non,Oui,Non,ACA
"RELJIC, RADOMIR","reljic, radomir","1967, 1967",reljic,reljic,1967,YOUGOSLAVIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RELJIC, RADOMIR","reljic, radomir","1967, 1967",reljic,reljic,1967,YOUGOSLAVIE,DES,,,Oui,Oui,Non,Non,Non,ACA
"REMO, ANIBAL","remo, anibal",1965,remo,remo,1965,PORTUGAL,PEINT,,,Oui,Non,Non,Non,Non,ACA
"REMY, CHANTAL","remy, chantal",1967,remy,remy,1967,France,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"RENATEAU, GERARD","renateau, gerard",1965,renateau,renateau,1965,France,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"RENAUD, JEAN-MARIE","renaud, jean-marie",1965,renaud,renaud,1965,France,TE,,,Oui,Non,Oui,Non,Non,ACA
"RENAUDIE, JEAN (ATELIER)","renaudie, jean (atelier)",,renaudie,renaudie,1985,France,ARCHI/TE,,,Oui,Oui,Oui,Oui,Non,ACA
"RENDALL, KIMBLE","rendall, kimble",1980,rendall,rendall,1980,AUSTRALIE,VIDEO,,,Oui,Non,Oui,Oui,Non,ACA/BK
"RENOUF, EDDA","renouf, edda",1973,renouf,renouf,1973,ETATS-UNIS,PEINT,,,Oui,Oui,Oui,Oui,Non,ACA
"RENTON, ALAN","renton, alan",1982,renton,renton,1982,GRANDE-BRETAGNE,CINE/EXP,,,Non,Oui,Non,Oui,Non,ACA/BK
"RENTZEPOPOULOS, HARALAMBOS","rentzepopoulos, haralambos",,rentzepopoulos,rentzepopoulos,1961,GRECE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RENTZIS, THANASSIS","rentzis, thanassis",,rentzis,rentzis,1980,GRECE,CINE/EXP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"RENUCCI-CONVERS, JANINE","renucci-convers, janine",,renucci-convers,renucci-convers,1963,France,TE,,CA,Oui,Oui,Non,Non,Oui,ACA
"RENUCCI, JEAN-LOUIS","renucci, jean-louis",1963,renucci,renucci,1963,France,TE,,CA,Oui,Oui,Oui,Non,Oui,ACA
"RENYI, TAMAS","renyi, tamas",,renyi,renyi,1965,HONGRIE,TV,,,Non,Non,Non,Non,Non,Non identifié
"REPHAN, HANS-JURGEN","rephan, hans-jurgen",,rephan,rephan,1969,R.F.A.,ARCHI/URB,A.A.T.,,Oui,Oui,Non,Non,Non,ACA
"RESENDE, JOSE","resende, jose",1980,resende,resende,1980,BRESIL,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"REUTERSWARD, CARL FREDERIK","reutersward, carl frederik",,reutersward,reutersward,1961,SUEDE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"REUTH, POLA","reuth, pola",,reuth,reuth,1982,R.F.A.,CINE/EXP,,,Oui,Non,Non,Oui,Non,BK
"REVELLE, BARBARA JO","revelle, barbara jo",,revelle,revelle,1982,ETATS-UNIS,SLOW SCAN,,,Non,Non,Non,Oui,Non,BK
"REYERS, STEVENS","reyers, stevens",,reyers,reyers,1982,PAYS-BAS,AP,,,Non,Oui,Non,Non,Non,ACA
"REYES, JESUS","reyes, jesus",,reyes,reyes,1977,AMERIQUE LATINE,INTER,GRUPO SUMA,,Non,Oui,Non,Oui,Non,BK
"REYNAL, JEAN-CLAUDE","reynal, jean-claude","1965, 1963, 1967",reynal,reynal,1965,France,GV,,JA,Oui,Non,Non,Non,Non,ACA
"REYNAL, JEAN-CLAUDE","reynal, jean-claude","1965, 1963, 1967",reynal,reynal,1963,France,GV,,JA,Oui,Non,Non,Non,Non,ACA
"REYNAL, JEAN-CLAUDE","reynal, jean-claude","1965, 1963, 1967",reynal,reynal,1967,France,GV,,,Oui,Non,Non,Non,Non,ACA
"REYNAUD, JULES","reynaud, jules",1971,reynaud,reynaud,1971,France,TE,,,Oui,Oui,Non,Non,Non,ACA
"REYNOLDS, ROGER","reynolds, roger",,reynolds,reynolds,1965,ETATS-UNIS,COMPO/MUS,,,Non,Non,Non,Non,Non,Non identifié
"REZVANI, SERGE","rezvani, serge",1959,rezvani,rezvani,1959,France,PEINT,,JC,Oui,Non,Oui,Non,Non,ACA
"RIBARD, MICHEL","ribard, michel",1967,ribard,ribard,1967,MADAGASCAR,PHOTO,,,Oui,Non,Non,Non,Non,ACA
"RIBERA BERENGUER, JUAN","ribera berenguer, juan",,ribera berenguer,ribera berenguer,1963,ESPAGNE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RIBOWSKI, NICOLAS","ribowski, nicolas",1967,ribowski,ribowski,1967,France,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"RICCI, ROBERTO","ricci, roberto",1967,ricci,ricci,1967,ITALIE,TE,,,Oui,Oui,Non,Non,Non,ACA
"RICCIARDI, CLOTILDE","ricciardi, clotilde",1969,ricciardi,ricciardi,1969,ITALIE,TE,,,Oui,Oui,Non,Non,Non,ACA
"RICHARD, C.","richard, c.",,richard,richard,1971,ETATS-UNIS,ENVOIS,,,Non,Non,Non,Non,Non,Non identifié
"RICHARD, CAMILLE","richard, camille",1967,richard,richard,1967,MADAGASCAR,PHOTO,,,Oui,Non,Non,Non,Non,ACA
"RICHARD, GEORGES","richard, georges",,richard,richard,1965,France,DECO/THEA,,,Oui,Non,Non,Non,Non,ACA
"RICHARDSON, CHRISTOPHER","richardson, christopher",1965,richardson,richardson,1965,GRANDE-BRETAGNE,TE,,,Non,Non,Non,Non,Oui,ACA
"RICHTER-FORGACH, THOMAS","richter-forgach, thomas",1967,richter-forgach,richter-forgach,1967,R.F.A.,DECO/THEA,,,Oui,Oui,Non,Non,Non,ACA
"RICHTER, GERHARD","richter, gerhard","1985, 1967",richter,richter,1985,R.F.A.,PEINT,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"RICHTER, GERHARD","richter, gerhard","1985, 1967",richter,richter,1967,R.F.A.,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RICHTER, HELMUT","richter, helmut",1982,richter,richter,1982,AUTRICHE,ARCHI/TE,,,Non,Oui,Non,Non,Non,ACA
"RICHTER, RUBENS","richter, rubens",,richter,richter,1971,BRESIL,FILM,,,Non,Non,Non,Non,Non,Non identifié
"RIDOUT, MATHEW","ridout, mathew",,ridout,ridout,1971,GRANDE-BRETAGNE,TE,,,Non,Non,Non,Non,Non,Non identifié
"RIEDL, JOSEF ANTON","riedl, josef anton",1963,riedl,riedl,1963,R.F.A.,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"RIEUNIER, JEAN-PAUL","rieunier, jean-paul",1965,rieunier,rieunier,1965,France,TE,,,Oui,Non,Non,Non,Non,ACA
"RIGAL, J.J.J.","rigal, j.j.j.",,rigal,rigal,1959,France,GV,,CA,Oui,Oui,Oui,Non,Non,ACA
"RIGAL, J.J.J.","rigal, j.j.j.",,rigal,rigal,1961,France,GV,,CA,Oui,Non,Non,Non,Non,ACA
"RIGAL, J.J.J.","rigal, j.j.j.",,rigal,rigal,1963,France,GV,,,Oui,Non,Non,Non,Non,ACA
"RIGHETTI, EDOUARD","righetti, edouard",1959,righetti,righetti,1959,France,GV,,JA,Oui,Non,Oui,Non,Non,ACA
"RIHM, WOLFGANG","rihm, wolfgang",1973,rihm,rihm,1973,R.F.A.,COMPO/MUS,,,Oui,Oui,Oui,Oui,Non,ACA
"RILEY, BRIDGET","riley, bridget",,riley,riley,1965,GRANDE-BRETAGNE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"RILEY, HOWARD (GROUPE)","riley, howard (groupe)",,riley,riley,1971,GRANDE-BRETAGNE,CONCERT,,,Non,Non,Non,Non,Non,Non identifié
"RINAUDO, HELENE","rinaudo, helene",1969,rinaudo,rinaudo,1969,France,ARCHI/TE,,,Oui,Non,Non,Non,Non,ACA
"RINCON MORA, JOSE","rincon mora, jose","1967, 1967",rincon mora,rincon mora,1967,REP.DOMINICAINE,DES,,,Oui,Non,Non,Non,Non,ACA
"RINCON MORA, JOSE","rincon mora, jose","1967, 1967",rincon mora,rincon mora,1967,REP.DOMINICAINE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RINGEL, FRANZ","ringel, franz",1971,ringel,ringel,1971,AUTRICHE,OPTION 4,,,Oui,Non,Non,Non,Non,ACA
"RINKE, KLAUS","rinke, klaus","1971, 1971",rinke,rinke,1971,R.F.A.,INTER,,CG,Oui,Oui,Non,Oui,Non,ACA
"RINKE, KLAUS","rinke, klaus","1971, 1971",rinke,rinke,1971,R.F.A.,FILM,,,Non,Non,Non,Non,Oui,ACA
"RIO, MARIE-NOEL","rio, marie-noel",1982,rio,rio,1982,France,SON,ATELIER LYRIQUE,,Non,Non,Non,Non,Non,Non identifié
"RIPLEY, GEO (GEORGE RIP., DIT)","ripley, geo (george rip., dit)",,ripley,ripley,1971,REP.DOMINICAINE,OPTION 4,,,Oui,Oui,Non,Non,Non,ACA
